"authors","year","title","booktitle","host_organisation","location","keywords","base_url","path"
"Daniels and Mulley","2011","Exploring the role of public transport in agglomeration economies and centres","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Daniels_Mulley.pdf"
"Davidson and Vovsha and Abedini and Chu and Garland","2011","Impact of Capacity, Crowding, and Vehicle Arrival Adherence on Public","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davidson, Vovsha, Abedini, Chu, Garland.pdf"
"Davidson","2011","Modelling toll roads where have we gone wrong?","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," modelling toll roads","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davidson.pdf"
"Davidson (A)","2011","A new approach to transport modelling the Stochastic Segmented Slice Simulation (4S) Model and its recent applications","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," modelling simulation ITS","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davidson_A.pdf"
"Davidson and Vovsha and Freedman","2011","New Advancements in Activity Based Models","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davidson_Vovsha_Freedman.pdf"
"Davies","2011","Advanced Methods of Evaluating Benefits from Improved Flood Immunity in Queensland","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davies.pdf"
"Davies and Marinelli","2011","Time and space travel by Brisbanites during road space restrictions: Are people smarter than traffic models?","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Davies_Marinelli.pdf"
"Delbosc and Currie","2011","Modelling the causes and consequences of perceptions of personal safety on public transport ridership","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," modelling safety","http://atrf.info/papers/index.aspx","/papers/2011/2011_Delbosc_Currie.pdf"
"De Silva and Johnson and Wade","2011","Long distance commuters in Australia: A socio economic and demographic profile","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_DeSilva_Johnson_Wade.pdf"
"Devney","2011","Changing Perceptions of the Bus with Branded Services","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," bus public transport","http://atrf.info/papers/index.aspx","/papers/2011/2011_Devney.pdf"
"Di Bona","2011","Risk Profiles? A Study of Developing East Asian Economies with Broader","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_DiBona.pdf"
"Dong","2011","An overview of in vehicle route guidance system","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Dong.pdf"
"Douglas","2011","Estimating the User Benefit of Rail Station Lifts","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Douglas.pdf"
"Douglas and Henn and Sloan","2011","Modelling the Ability of Fare Changes to Spread AM Peak Passenger Loads using Rooftops","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," modelling","http://atrf.info/papers/index.aspx","/papers/2011/2011_Douglas_Henn_Sloan.pdf"
"Douglas and Karpouzis","2011","Tracking the Value of Rail Time over Time","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Douglas_Karpouzis.pdf"
"Emerson and Parolin","2011","Time Cost Measurement of Travel in Sydney and Implications for Public Transport Patronage Potential","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Emerson_Parolin.pdf"
"Familar and Greaves and Tanner","2011","Prediction of Vehicle Kilometres Travelled: A Multilevel Modelling Approach","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," modelling","http://atrf.info/papers/index.aspx","/papers/2011/2011_Familar_Greaves_Tanner.pdf"
"Fox and Daly and Patruni and Milthorpe","2011","Extending the Sydney Strategic Travel Model to Represent Toll Road and Park and Ride Choices","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," toll roads","http://atrf.info/papers/index.aspx","/papers/2011/2011_Fox_Daly_Patruni_Milthorpe.pdf"
"Freeman and Holyoak","2011","Vulnerability Analysis of Macroscopic and Mesoscopic Road Networks","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Freeman_Holyoak.pdf"
"Gargett and Cregan and Cosgrove","2011","The Spread of Technologies though the Vehicle Fleet","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Gargett_Cregan_Cosgrove.pdf"
"Glover","2011","Public Transport as a Common Pool Resource","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Glover.pdf"
"Glover_A","2011","Personal Carbon Budgets for Transport","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," car","http://atrf.info/papers/index.aspx","/papers/2011/2011_Glover_A.pdf"
"Gordon—Potential economic and industry impacts of the imposition of a truck driver Certificate of Professional Competence in Australia","2011","","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Gordon.pdf"
"Graham and Mulley","2011","Cash or Prepay Abstract Submission","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Graham_Mulley.pdf"
"Greaves and Fifer","2011","Analysis of a Financial Incentive to Encourage Safer Driving Practices","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide","","http://atrf.info/papers/index.aspx","/papers/2011/2011_Greaves_Fifer.pdf"
"Habibian and Mesbah and Sobhani","2011","Ranking of Hazardous Road Locations in Two Lane Two Way Rural Roads with No Crash Record","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," safety","http://atrf.info/papers/index.aspx","/papers/2011/2011_Habibian_Mesbah, Sobhani.pdf"
"Hale","2011","Evolving Futures for Australian and International Passenger Rail","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," rail public transport","http://atrf.info/papers/index.aspx","/papers/2011/2011_Hale.pdf"
"Hale_A","2011","Station access and the modern transit system","Proceedings of the 34th Australasian Transport Research Forum","South Australian Department for Transport, Energy and Infrastructure; University of South Australia","Adelaide"," public transport","http://atrf.info/papers/index.aspx","/papers/2011/2011_Hale_A.pdf"
